ID_Ticket,Fecha,ID_Cliente,ID_Vendedor,ID_Producto,Cantidad,Total_Venta,Metodo_Pago,Hora
TKT-5957,2025-04-20,C026,V001,P009,4,60000,Transferencia,17
TKT-5406,2025-04-20,C015,V005,P012,4,32000,Tarjeta Crédito,19
TKT-6308,2025-04-20,C018,V005,P012,5,40000,Tarjeta Débito,19
TKT-7341,2025-04-20,C013,V002,P008,1,6000,Tarjeta Crédito,12
TKT-6581,2025-04-21,C018,V006,P011,1,12000,Tarjeta Crédito,7
TKT-7559,2025-04-21,C022,V001,P011,1,12000,Tarjeta Crédito,21
TKT-6800,2025-04-21,C016,V002,P008,1,6000,Efectivo,18
TKT-6650,2025-04-21,C013,V005,P008,2,12000,Tarjeta Crédito,8
TKT-6907,2025-04-22,C018,V001,P011,4,48000,Tarjeta Crédito,19
TKT-7633,2025-04-22,C022,V001,P008,1,6000,Tarjeta Crédito,18
TKT-7752,2025-04-22,C022,V004,P001,2,130000,Tarjeta Crédito,13
TKT-6220,2025-04-22,C019,V001,P002,2,116000,Efectivo,14
TKT-6292,2025-04-22,C006,V004,P004,2,37000,Transferencia,11
TKT-7098,2025-04-22,C002,V005,P011,3,36000,Transferencia,6
TKT-7815,2025-04-22,C024,V006,P006,1,16500,Transferencia,10
TKT-7117,2025-04-22,C013,V005,P009,5,75000,Tarjeta Crédito,17
TKT-6696,2025-04-22,C007,V006,P011,2,24000,Tarjeta Débito,0
TKT-5650,2025-04-22,C030,V006,P011,3,36000,Tarjeta Crédito,10
TKT-7699,2025-04-23,C026,V004,P004,1,18500,Efectivo,11
TKT-5397,2025-04-23,C007,V004,P004,1,18500,Efectivo,13
TKT-7914,2025-04-23,C024,V005,P012,5,40000,Efectivo,19
TKT-7505,2025-04-23,C014,V002,P011,5,60000,Efectivo,10
TKT-7407,2025-04-24,C010,V002,P005,1,15000,Efectivo,10
TKT-7590,2025-04-24,C010,V005,P001,1,65000,Tarjeta Débito,17
TKT-6915,2025-04-24,C023,V003,P007,1,13500,Efectivo,12
TKT-7264,2025-04-24,C007,V003,P007,2,27000,Tarjeta Crédito,9
TKT-6802,2025-04-25,C022,V003,P006,1,16500,Tarjeta Débito,12
TKT-5833,2025-04-25,C026,V002,P004,1,18500,Tarjeta Crédito,8
TKT-7784,2025-04-25,C028,V003,P010,5,140000,Transferencia,8
TKT-5380,2025-04-25,C005,V005,P007,2,27000,Transferencia,12
TKT-5882,2025-04-25,C027,V006,P001,1,65000,Transferencia,11
TKT-6892,2025-04-25,C006,V003,P007,2,27000,Tarjeta Débito,19
TKT-7976,2025-04-26,C022,V004,P004,1,18500,Tarjeta Débito,10
TKT-7875,2025-04-26,C030,V006,P012,1,8000,Tarjeta Crédito,14
TKT-6528,2025-04-26,C017,V003,P001,1,65000,Transferencia,15
TKT-5798,2025-04-26,C026,V001,P003,1,98000,Efectivo,1
TKT-7329,2025-04-26,C028,V002,P006,1,16500,Tarjeta Débito,16
TKT-6261,2025-04-26,C020,V004,P005,1,15000,Tarjeta Débito,8
TKT-6830,2025-04-26,C024,V006,P009,4,60000,Efectivo,20
TKT-6444,2025-04-27,C011,V001,P005,2,30000,Transferencia,8
TKT-5672,2025-04-27,C029,V003,P012,4,32000,Tarjeta Débito,11
TKT-5678,2025-04-27,C009,V005,P012,1,8000,Transferencia,7
TKT-6212,2025-04-27,C008,V005,P009,5,75000,Transferencia,22
TKT-5091,2025-04-27,C004,V001,P003,1,98000,Tarjeta Crédito,13
TKT-6003,2025-04-27,C011,V002,P007,1,13500,Efectivo,14
TKT-5016,2025-04-27,C016,V001,P011,3,36000,Transferencia,6
TKT-5390,2025-04-27,C030,V001,P011,1,12000,Transferencia,17
TKT-5158,2025-04-27,C029,V005,P006,2,33000,Tarjeta Débito,9
TKT-7677,2025-04-28,C023,V004,P005,2,30000,Efectivo,18
TKT-5198,2025-04-28,C020,V005,P012,1,8000,Tarjeta Crédito,9
TKT-5596,2025-04-28,C023,V002,P004,1,18500,Tarjeta Débito,8
TKT-5588,2025-04-28,C018,V003,P001,2,130000,Tarjeta Débito,5
TKT-7122,2025-04-28,C002,V004,P004,2,37000,Efectivo,12
TKT-5215,2025-04-28,C030,V006,P007,1,13500,Tarjeta Débito,14
TKT-5264,2025-04-29,C024,V003,P011,3,36000,Tarjeta Débito,6
TKT-6155,2025-04-29,C029,V003,P001,2,130000,Efectivo,17
TKT-6953,2025-04-29,C001,V001,P003,2,196000,Transferencia,12
TKT-5561,2025-04-29,C013,V006,P005,2,30000,Tarjeta Crédito,13
TKT-5544,2025-04-29,C027,V003,P011,2,24000,Transferencia,12
TKT-7196,2025-04-29,C016,V004,P010,3,84000,Tarjeta Crédito,11
TKT-6550,2025-04-29,C008,V003,P011,4,48000,Tarjeta Crédito,14
TKT-5610,2025-04-29,C015,V003,P008,2,12000,Tarjeta Débito,8
TKT-5770,2025-04-29,C029,V004,P005,1,15000,Transferencia,8
TKT-5012,2025-04-29,C018,V005,P002,1,58000,Efectivo,18
TKT-7994,2025-04-29,C003,V003,P010,3,84000,Efectivo,19
TKT-6760,2025-04-29,C013,V004,P008,2,12000,Tarjeta Crédito,11
TKT-5983,2025-04-30,C019,V001,P005,2,30000,Transferencia,9
TKT-7007,2025-04-30,C010,V004,P010,5,140000,Transferencia,15
TKT-7795,2025-04-30,C028,V003,P011,5,60000,Tarjeta Débito,11
TKT-5763,2025-04-30,C005,V003,P005,2,30000,Tarjeta Débito,4
TKT-7907,2025-04-30,C030,V003,P006,2,33000,Transferencia,8
TKT-5802,2025-04-30,C005,V002,P008,1,6000,Tarjeta Débito,16
TKT-7582,2025-04-30,C015,V004,P003,1,98000,Tarjeta Débito,15
TKT-7625,2025-05-01,C022,V006,P002,2,116000,Efectivo,4
TKT-7694,2025-05-01,C016,V006,P011,4,48000,Efectivo,9
TKT-5173,2025-05-01,C002,V003,P009,4,60000,Tarjeta Débito,9
TKT-7656,2025-05-01,C001,V006,P005,1,15000,Efectivo,16
TKT-7989,2025-05-01,C001,V002,P004,1,18500,Transferencia,2
TKT-6694,2025-05-01,C009,V004,P003,2,196000,Transferencia,7
TKT-5891,2025-05-01,C018,V003,P011,1,12000,Transferencia,17
TKT-7651,2025-05-01,C006,V002,P011,1,12000,Tarjeta Crédito,8
TKT-5589,2025-05-01,C030,V006,P011,5,60000,Tarjeta Débito,15
TKT-5974,2025-05-01,C027,V002,P003,1,98000,Tarjeta Crédito,9
TKT-6072,2025-05-01,C018,V002,P002,2,116000,Transferencia,7
TKT-7184,2025-05-02,C016,V003,P003,2,196000,Efectivo,9
TKT-7063,2025-05-02,C002,V005,P007,1,13500,Transferencia,16
TKT-6327,2025-05-02,C008,V005,P003,2,196000,Transferencia,18
TKT-5110,2025-05-02,C010,V003,P003,1,98000,Tarjeta Débito,18
TKT-7515,2025-05-02,C023,V002,P010,2,56000,Transferencia,11
TKT-6615,2025-05-02,C030,V006,P009,1,15000,Efectivo,16
TKT-7819,2025-05-02,C006,V003,P011,2,24000,Efectivo,9
TKT-6524,2025-05-02,C011,V001,P006,1,16500,Transferencia,10
TKT-6473,2025-05-03,C006,V002,P007,1,13500,Transferencia,18
TKT-7299,2025-05-03,C021,V001,P005,1,15000,Tarjeta Crédito,1
TKT-7061,2025-05-03,C009,V002,P008,2,12000,Tarjeta Débito,7
TKT-6957,2025-05-03,C023,V005,P008,1,6000,Transferencia,9
TKT-5834,2025-05-03,C007,V004,P012,3,24000,Efectivo,4
TKT-5386,2025-05-03,C010,V003,P010,2,56000,Transferencia,8
TKT-6416,2025-05-03,C024,V003,P001,1,65000,Efectivo,14
TKT-7105,2025-05-03,C004,V001,P012,2,16000,Transferencia,11
TKT-7297,2025-05-04,C001,V006,P004,2,37000,Tarjeta Crédito,18
TKT-6712,2025-05-04,C026,V005,P008,1,6000,Efectivo,17
TKT-7482,2025-05-04,C018,V004,P011,4,48000,Tarjeta Crédito,10
TKT-6037,2025-05-04,C009,V003,P012,1,8000,Tarjeta Débito,9
TKT-5749,2025-05-04,C015,V004,P007,1,13500,Tarjeta Crédito,11
TKT-6009,2025-05-04,C029,V001,P011,4,48000,Tarjeta Débito,14
TKT-7887,2025-05-05,C014,V002,P003,1,98000,Efectivo,9
TKT-5156,2025-05-05,C005,V001,P005,2,30000,Efectivo,15
TKT-6701,2025-05-05,C003,V001,P011,5,60000,Tarjeta Crédito,11
TKT-5717,2025-05-05,C007,V003,P012,1,8000,Tarjeta Débito,14
TKT-5323,2025-05-05,C001,V002,P004,2,37000,Tarjeta Crédito,11
TKT-6244,2025-05-05,C007,V006,P006,1,16500,Transferencia,10
TKT-6525,2025-05-05,C023,V001,P007,2,27000,Transferencia,19
TKT-5449,2025-05-05,C030,V001,P010,1,28000,Transferencia,17
TKT-5899,2025-05-05,C008,V001,P004,2,37000,Efectivo,8
TKT-7932,2025-05-05,C029,V004,P011,4,48000,Tarjeta Débito,18
TKT-5262,2025-05-05,C026,V001,P003,2,196000,Tarjeta Débito,12
TKT-6106,2025-05-06,C008,V001,P003,1,98000,Tarjeta Crédito,18
TKT-7688,2025-05-06,C019,V003,P010,2,56000,Efectivo,17
TKT-5982,2025-05-06,C002,V005,P002,2,116000,Efectivo,11
TKT-7029,2025-05-06,C021,V004,P009,2,30000,Tarjeta Crédito,3
TKT-6169,2025-05-06,C012,V004,P012,3,24000,Transferencia,9
TKT-7991,2025-05-06,C022,V003,P010,1,28000,Transferencia,13
TKT-6390,2025-05-06,C021,V001,P009,4,60000,Transferencia,15
TKT-6361,2025-05-06,C002,V002,P009,2,30000,Tarjeta Débito,9
TKT-6622,2025-05-06,C014,V006,P006,2,33000,Transferencia,8
TKT-6894,2025-05-06,C016,V002,P004,1,18500,Tarjeta Débito,18
TKT-6159,2025-05-06,C024,V004,P009,4,60000,Transferencia,21
TKT-6367,2025-05-07,C008,V006,P008,2,12000,Tarjeta Crédito,13
TKT-5881,2025-05-07,C011,V006,P011,4,48000,Tarjeta Débito,8
TKT-7273,2025-05-07,C008,V001,P008,1,6000,Tarjeta Débito,9
TKT-7788,2025-05-07,C003,V006,P003,1,98000,Efectivo,2
TKT-6959,2025-05-07,C004,V006,P002,1,58000,Tarjeta Débito,19
TKT-5427,2025-05-07,C014,V006,P003,1,98000,Tarjeta Débito,7
TKT-5675,2025-05-08,C023,V001,P005,1,15000,Tarjeta Crédito,14
TKT-7731,2025-05-08,C006,V002,P003,1,98000,Tarjeta Débito,9
TKT-7119,2025-05-08,C023,V006,P007,1,13500,Transferencia,14
TKT-6970,2025-05-08,C004,V003,P002,1,58000,Efectivo,15
TKT-5563,2025-05-08,C013,V001,P010,5,140000,Tarjeta Crédito,18
TKT-6924,2025-05-08,C030,V006,P008,1,6000,Transferencia,9
TKT-6571,2025-05-08,C008,V001,P005,1,15000,Efectivo,1
TKT-7902,2025-05-08,C008,V001,P011,2,24000,Tarjeta Débito,8
TKT-7878,2025-05-08,C018,V001,P001,1,65000,Tarjeta Crédito,19
TKT-7467,2025-05-09,C010,V003,P012,3,24000,Tarjeta Débito,18
TKT-6510,2025-05-09,C015,V001,P003,2,196000,Tarjeta Crédito,14
TKT-5521,2025-05-09,C025,V005,P012,2,16000,Efectivo,15
TKT-7695,2025-05-10,C027,V006,P009,5,75000,Tarjeta Débito,16
TKT-7095,2025-05-10,C022,V004,P003,1,98000,Tarjeta Crédito,8
TKT-7220,2025-05-10,C001,V002,P003,1,98000,Tarjeta Crédito,19
TKT-5005,2025-05-10,C003,V005,P005,1,15000,Tarjeta Crédito,11
TKT-6319,2025-05-10,C028,V004,P004,2,37000,Tarjeta Débito,11
TKT-6904,2025-05-10,C004,V002,P001,1,65000,Tarjeta Débito,13
TKT-6626,2025-05-10,C015,V005,P008,2,12000,Transferencia,6
TKT-7738,2025-05-10,C018,V004,P011,5,60000,Tarjeta Crédito,8
TKT-5498,2025-05-11,C016,V003,P012,5,40000,Efectivo,17
TKT-5752,2025-05-11,C030,V005,P003,2,196000,Tarjeta Crédito,7
TKT-6276,2025-05-11,C002,V004,P003,1,98000,Efectivo,15
TKT-6119,2025-05-11,C023,V002,P006,2,33000,Efectivo,9
TKT-6493,2025-05-12,C017,V006,P011,4,48000,Efectivo,11
TKT-5073,2025-05-12,C011,V006,P011,1,12000,Transferencia,10
TKT-5883,2025-05-12,C023,V004,P006,1,16500,Transferencia,10
TKT-5908,2025-05-12,C020,V004,P002,2,116000,Efectivo,16
TKT-7936,2025-05-12,C028,V005,P001,1,65000,Tarjeta Crédito,10
TKT-5481,2025-05-12,C027,V003,P006,1,16500,Tarjeta Débito,14
TKT-6135,2025-05-13,C027,V002,P007,1,13500,Efectivo,12
TKT-6208,2025-05-13,C005,V001,P012,4,32000,Efectivo,16
TKT-6330,2025-05-13,C002,V002,P010,1,28000,Efectivo,19
TKT-6499,2025-05-13,C026,V003,P011,4,48000,Transferencia,17
TKT-5595,2025-05-13,C018,V001,P010,3,84000,Transferencia,9
TKT-5509,2025-05-13,C013,V003,P001,2,130000,Transferencia,5
TKT-7275,2025-05-13,C008,V005,P004,2,37000,Transferencia,9
TKT-6828,2025-05-13,C012,V002,P005,1,15000,Tarjeta Crédito,14
TKT-7720,2025-05-13,C004,V006,P001,2,130000,Tarjeta Crédito,6
TKT-5298,2025-05-13,C020,V004,P010,2,56000,Transferencia,12
TKT-6216,2025-05-14,C019,V003,P010,5,140000,Efectivo,14
TKT-7131,2025-05-14,C030,V004,P010,2,56000,Transferencia,10
TKT-7789,2025-05-14,C002,V004,P009,5,75000,Efectivo,17
TKT-5148,2025-05-14,C022,V001,P012,5,40000,Tarjeta Crédito,7
TKT-7371,2025-05-14,C013,V002,P001,1,65000,Transferencia,7
TKT-5370,2025-05-14,C029,V002,P005,1,15000,Tarjeta Crédito,16
TKT-6015,2025-05-14,C008,V002,P007,1,13500,Efectivo,12
TKT-5282,2025-05-14,C001,V005,P007,2,27000,Tarjeta Crédito,16
TKT-7997,2025-05-14,C005,V005,P003,2,196000,Efectivo,11
TKT-7641,2025-05-14,C025,V003,P002,1,58000,Tarjeta Crédito,9
TKT-6133,2025-05-15,C003,V005,P010,1,28000,Tarjeta Débito,17
TKT-5081,2025-05-15,C030,V005,P001,1,65000,Transferencia,17
TKT-5633,2025-05-15,C001,V002,P002,1,58000,Tarjeta Débito,16
TKT-7224,2025-05-15,C025,V005,P001,2,130000,Tarjeta Crédito,9
TKT-7289,2025-05-15,C004,V005,P011,4,48000,Transferencia,14
TKT-6678,2025-05-16,C019,V005,P004,2,37000,Tarjeta Crédito,10
TKT-5689,2025-05-16,C016,V006,P012,4,32000,Tarjeta Débito,7
TKT-7508,2025-05-16,C029,V003,P003,2,196000,Efectivo,19
TKT-7539,2025-05-16,C029,V004,P003,1,98000,Tarjeta Débito,8
TKT-6227,2025-05-16,C017,V006,P004,1,18500,Tarjeta Crédito,20
TKT-5543,2025-05-16,C007,V005,P005,2,30000,Transferencia,12
TKT-7442,2025-05-16,C026,V004,P006,1,16500,Tarjeta Débito,8
TKT-5497,2025-05-16,C009,V004,P010,4,112000,Tarjeta Débito,13
TKT-6653,2025-05-16,C003,V002,P002,1,58000,Efectivo,18
TKT-6242,2025-05-16,C007,V002,P004,2,37000,Transferencia,17
TKT-5985,2025-05-17,C030,V003,P005,2,30000,Efectivo,17
TKT-7284,2025-05-17,C028,V002,P010,1,28000,Transferencia,15
TKT-6504,2025-05-17,C020,V003,P008,2,12000,Efectivo,16
TKT-5880,2025-05-17,C018,V006,P002,2,116000,Efectivo,18
TKT-6947,2025-05-17,C012,V005,P002,1,58000,Transferencia,9
TKT-7424,2025-05-17,C018,V006,P003,1,98000,Efectivo,12
TKT-5514,2025-05-17,C015,V005,P005,1,15000,Efectivo,9
TKT-6362,2025-05-18,C005,V002,P001,2,130000,Efectivo,21
TKT-6422,2025-05-18,C024,V001,P009,2,30000,Efectivo,19
TKT-7611,2025-05-18,C020,V004,P006,1,16500,Tarjeta Crédito,5
TKT-6224,2025-05-18,C019,V005,P010,5,140000,Efectivo,16
TKT-6458,2025-05-19,C013,V006,P002,1,58000,Tarjeta Débito,19
TKT-7417,2025-05-19,C006,V004,P010,1,28000,Efectivo,8
TKT-5651,2025-05-19,C018,V003,P003,2,196000,Transferencia,14
TKT-6522,2025-05-19,C011,V001,P004,1,18500,Tarjeta Débito,19
TKT-6289,2025-05-19,C008,V004,P002,1,58000,Tarjeta Débito,5
TKT-6944,2025-05-19,C006,V006,P008,2,12000,Tarjeta Crédito,16
TKT-7311,2025-05-19,C029,V006,P012,3,24000,Efectivo,10
TKT-5760,2025-05-20,C019,V006,P002,2,116000,Tarjeta Crédito,19
TKT-6408,2025-05-20,C024,V003,P003,1,98000,Tarjeta Crédito,20
TKT-7496,2025-05-20,C023,V003,P010,2,56000,Tarjeta Crédito,19
TKT-7136,2025-05-20,C006,V003,P003,2,196000,Tarjeta Crédito,12
TKT-5936,2025-05-20,C017,V003,P005,2,30000,Efectivo,18
TKT-7365,2025-05-20,C002,V003,P009,3,45000,Transferencia,18
TKT-5719,2025-05-21,C014,V006,P001,2,130000,Transferencia,10
TKT-5820,2025-05-21,C017,V001,P004,2,37000,Efectivo,18
TKT-5837,2025-05-21,C016,V005,P006,1,16500,Tarjeta Crédito,5
TKT-6674,2025-05-21,C019,V001,P002,1,58000,Tarjeta Crédito,14
TKT-7619,2025-05-21,C007,V004,P006,2,33000,Tarjeta Crédito,9
TKT-6805,2025-05-21,C015,V006,P012,2,16000,Tarjeta Crédito,8
TKT-5226,2025-05-21,C002,V004,P007,1,13500,Tarjeta Débito,7
TKT-7238,2025-05-21,C023,V001,P008,2,12000,Tarjeta Débito,16
TKT-6698,2025-05-21,C015,V003,P005,1,15000,Transferencia,10
TKT-5359,2025-05-21,C007,V004,P012,5,40000,Tarjeta Débito,16
TKT-6191,2025-05-22,C020,V001,P001,1,65000,Transferencia,6
TKT-6387,2025-05-22,C008,V002,P008,2,12000,Tarjeta Débito,10
TKT-5050,2025-05-22,C030,V005,P010,3,84000,Transferencia,13
TKT-7986,2025-05-22,C020,V003,P004,2,37000,Tarjeta Débito,17
TKT-5773,2025-05-22,C008,V004,P003,2,196000,Efectivo,10
TKT-6881,2025-05-22,C011,V006,P001,2,130000,Transferencia,15
TKT-6643,2025-05-23,C021,V006,P007,1,13500,Tarjeta Crédito,18
TKT-7309,2025-05-23,C022,V002,P007,2,27000,Transferencia,15
TKT-5687,2025-05-23,C001,V002,P008,1,6000,Tarjeta Débito,9
TKT-7072,2025-05-23,C027,V003,P010,3,84000,Transferencia,3
TKT-7016,2025-05-23,C012,V005,P010,2,56000,Tarjeta Débito,18
TKT-6667,2025-05-24,C025,V005,P006,2,33000,Transferencia,3
TKT-6074,2025-05-24,C001,V004,P008,2,12000,Transferencia,18
TKT-7533,2025-05-25,C023,V004,P012,1,8000,Transferencia,13
TKT-5184,2025-05-25,C011,V005,P005,2,30000,Tarjeta Débito,19
TKT-7440,2025-05-25,C015,V003,P002,2,116000,Efectivo,17
TKT-6565,2025-05-25,C005,V004,P005,2,30000,Tarjeta Débito,22
TKT-7871,2025-05-25,C008,V002,P004,2,37000,Tarjeta Crédito,10
TKT-7563,2025-05-25,C016,V003,P004,2,37000,Efectivo,17
TKT-5557,2025-05-25,C003,V001,P004,2,37000,Tarjeta Débito,11
TKT-7564,2025-05-26,C030,V003,P011,1,12000,Tarjeta Crédito,12
TKT-6514,2025-05-26,C013,V005,P008,1,6000,Tarjeta Crédito,15
TKT-6553,2025-05-26,C025,V003,P008,2,12000,Efectivo,18
TKT-5615,2025-05-26,C019,V002,P001,1,65000,Efectivo,21
TKT-7335,2025-05-26,C013,V002,P003,1,98000,Transferencia,17
TKT-7499,2025-05-26,C022,V006,P004,2,37000,Transferencia,11
TKT-6564,2025-05-26,C008,V006,P009,2,30000,Tarjeta Crédito,11
TKT-7193,2025-05-26,C005,V002,P001,2,130000,Transferencia,17
TKT-7975,2025-05-27,C030,V001,P003,1,98000,Efectivo,9
TKT-6631,2025-05-27,C024,V002,P007,2,27000,Transferencia,7
TKT-5584,2025-05-27,C016,V004,P005,1,15000,Tarjeta Débito,10
TKT-7176,2025-05-27,C010,V003,P002,1,58000,Efectivo,10
TKT-5767,2025-05-27,C019,V004,P005,2,30000,Transferencia,10
TKT-7326,2025-05-28,C015,V006,P009,1,15000,Tarjeta Crédito,9
TKT-6874,2025-05-28,C021,V001,P001,2,130000,Tarjeta Crédito,6
TKT-6508,2025-05-28,C024,V005,P011,1,12000,Tarjeta Crédito,2
TKT-5953,2025-05-28,C027,V006,P009,2,30000,Transferencia,21
TKT-7143,2025-05-29,C017,V002,P004,1,18500,Efectivo,11
TKT-5816,2025-05-29,C010,V002,P007,1,13500,Transferencia,11
TKT-5119,2025-05-29,C003,V006,P006,1,16500,Transferencia,16
TKT-5698,2025-05-29,C023,V004,P009,3,45000,Efectivo,9
TKT-6285,2025-05-29,C022,V003,P002,2,116000,Tarjeta Crédito,19
TKT-6219,2025-05-29,C030,V001,P005,1,15000,Tarjeta Débito,17
TKT-5951,2025-05-30,C002,V004,P004,2,37000,Transferencia,7
TKT-7525,2025-05-30,C021,V001,P008,1,6000,Tarjeta Débito,11
TKT-7676,2025-05-30,C002,V001,P006,2,33000,Tarjeta Débito,18
TKT-5312,2025-05-30,C013,V004,P004,2,37000,Transferencia,19
TKT-5649,2025-05-30,C012,V003,P001,2,130000,Transferencia,12
TKT-5919,2025-05-30,C030,V004,P009,1,15000,Tarjeta Crédito,15
TKT-6767,2025-05-31,C003,V002,P008,2,12000,Transferencia,8
TKT-7331,2025-05-31,C019,V006,P005,2,30000,Efectivo,22
TKT-5413,2025-05-31,C013,V001,P010,5,140000,Tarjeta Crédito,9
TKT-6896,2025-05-31,C012,V006,P006,2,33000,Tarjeta Crédito,19
TKT-5693,2025-05-31,C001,V003,P005,2,30000,Transferencia,15
TKT-5078,2025-06-01,C026,V001,P009,1,15000,Tarjeta Crédito,15
TKT-5731,2025-06-01,C028,V006,P001,1,65000,Tarjeta Débito,13
TKT-7597,2025-06-01,C012,V001,P009,1,15000,Tarjeta Débito,9
TKT-7996,2025-06-01,C015,V005,P008,1,6000,Tarjeta Crédito,8
TKT-6138,2025-06-01,C008,V002,P002,2,116000,Efectivo,9
TKT-6993,2025-06-01,C010,V001,P012,4,32000,Transferencia,8
TKT-7558,2025-06-01,C001,V001,P002,2,116000,Efectivo,17
TKT-5038,2025-06-02,C025,V001,P005,1,15000,Tarjeta Débito,10
TKT-6776,2025-06-02,C002,V003,P006,2,33000,Efectivo,6
TKT-5436,2025-06-02,C006,V005,P012,5,40000,Tarjeta Débito,20
TKT-7291,2025-06-02,C014,V005,P008,2,12000,Tarjeta Débito,18
TKT-7961,2025-06-02,C014,V004,P008,1,6000,Tarjeta Crédito,19
TKT-7824,2025-06-02,C014,V006,P004,1,18500,Tarjeta Crédito,22
TKT-5424,2025-06-02,C003,V003,P003,2,196000,Tarjeta Crédito,8
TKT-5851,2025-06-02,C028,V006,P003,2,196000,Transferencia,11
TKT-7349,2025-06-02,C027,V004,P011,3,36000,Transferencia,17
TKT-7361,2025-06-02,C018,V006,P005,1,15000,Tarjeta Crédito,16
TKT-7384,2025-06-03,C030,V001,P003,2,196000,Tarjeta Débito,8
TKT-6301,2025-06-03,C011,V005,P012,1,8000,Tarjeta Crédito,17
TKT-7486,2025-06-03,C004,V006,P006,1,16500,Transferencia,9
TKT-7572,2025-06-03,C003,V003,P011,4,48000,Tarjeta Débito,9
TKT-7861,2025-06-03,C015,V003,P003,1,98000,Tarjeta Débito,13
TKT-5387,2025-06-03,C014,V001,P007,1,13500,Tarjeta Débito,14
TKT-7400,2025-06-03,C011,V001,P007,2,27000,Efectivo,14
TKT-7294,2025-06-04,C019,V004,P009,1,15000,Tarjeta Crédito,7
TKT-7064,2025-06-04,C009,V006,P003,2,196000,Tarjeta Crédito,18
TKT-5545,2025-06-04,C005,V003,P010,4,112000,Tarjeta Débito,9
TKT-6290,2025-06-04,C003,V003,P006,1,16500,Tarjeta Débito,8
TKT-6732,2025-06-05,C019,V006,P012,5,40000,Tarjeta Débito,18
TKT-6593,2025-06-05,C018,V003,P011,1,12000,Transferencia,20
TKT-5467,2025-06-05,C016,V005,P005,1,15000,Transferencia,18
TKT-6803,2025-06-05,C023,V004,P006,2,33000,Efectivo,17
TKT-5871,2025-06-06,C016,V006,P005,2,30000,Efectivo,15
TKT-6248,2025-06-06,C026,V005,P001,2,130000,Tarjeta Débito,14
TKT-6822,2025-06-06,C024,V006,P008,1,6000,Tarjeta Débito,7
TKT-6916,2025-06-06,C002,V005,P011,1,12000,Efectivo,11
TKT-6917,2025-06-06,C021,V001,P011,5,60000,Efectivo,11
TKT-6670,2025-06-06,C029,V002,P011,1,12000,Tarjeta Débito,9
TKT-6115,2025-06-07,C017,V003,P012,3,24000,Tarjeta Crédito,16
TKT-6081,2025-06-07,C001,V001,P006,2,33000,Transferencia,12
TKT-6506,2025-06-07,C012,V005,P009,5,75000,Tarjeta Crédito,7
TKT-6487,2025-06-07,C011,V002,P010,5,140000,Tarjeta Débito,9
TKT-7076,2025-06-07,C013,V001,P010,4,112000,Transferencia,16
TKT-5223,2025-06-08,C012,V002,P007,2,27000,Tarjeta Crédito,7
TKT-5124,2025-06-08,C011,V004,P009,3,45000,Efectivo,18
TKT-7636,2025-06-08,C026,V001,P001,1,65000,Transferencia,12
TKT-6098,2025-06-08,C021,V006,P008,1,6000,Transferencia,12
TKT-5618,2025-06-08,C010,V002,P010,4,112000,Efectivo,14
TKT-5844,2025-06-08,C017,V001,P002,2,116000,Tarjeta Crédito,18
TKT-7667,2025-06-09,C028,V005,P012,1,8000,Tarjeta Crédito,10
TKT-7847,2025-06-09,C020,V003,P001,1,65000,Transferencia,16
TKT-6515,2025-06-09,C021,V001,P006,1,16500,Efectivo,14
TKT-6849,2025-06-09,C003,V005,P007,2,27000,Tarjeta Débito,9
TKT-7323,2025-06-09,C008,V002,P007,1,13500,Efectivo,18
TKT-7077,2025-06-09,C022,V003,P007,2,27000,Transferencia,17
TKT-5533,2025-06-09,C023,V002,P010,2,56000,Transferencia,15
TKT-5738,2025-06-09,C019,V001,P010,1,28000,Transferencia,18
TKT-7506,2025-06-10,C017,V005,P001,1,65000,Tarjeta Crédito,18
TKT-5797,2025-06-10,C002,V005,P012,3,24000,Tarjeta Crédito,16
TKT-5591,2025-06-10,C002,V003,P001,1,65000,Transferencia,18
TKT-7149,2025-06-10,C009,V003,P001,1,65000,Efectivo,16
TKT-5897,2025-06-10,C009,V001,P001,2,130000,Tarjeta Débito,16
TKT-7280,2025-06-10,C022,V002,P002,1,58000,Transferencia,15
TKT-5159,2025-06-10,C009,V003,P001,1,65000,Transferencia,17
TKT-7334,2025-06-10,C004,V006,P002,1,58000,Efectivo,8
TKT-5931,2025-06-10,C004,V002,P006,1,16500,Tarjeta Crédito,18
TKT-5784,2025-06-10,C026,V006,P010,2,56000,Tarjeta Débito,18
TKT-6620,2025-06-11,C020,V003,P001,1,65000,Tarjeta Crédito,4
TKT-6517,2025-06-11,C006,V006,P006,2,33000,Transferencia,18
TKT-5906,2025-06-11,C010,V001,P010,3,84000,Tarjeta Crédito,8
TKT-5682,2025-06-11,C003,V006,P010,4,112000,Tarjeta Débito,10
TKT-7010,2025-06-11,C010,V004,P008,1,6000,Transferencia,17
TKT-5143,2025-06-11,C010,V004,P010,5,140000,Transferencia,8
TKT-6145,2025-06-11,C001,V001,P001,1,65000,Transferencia,17
TKT-5586,2025-06-11,C009,V005,P004,1,18500,Tarjeta Crédito,18
TKT-6194,2025-06-12,C014,V005,P007,2,27000,Tarjeta Crédito,13
TKT-7645,2025-06-12,C024,V004,P010,2,56000,Efectivo,0
TKT-7277,2025-06-12,C001,V003,P010,3,84000,Transferencia,10
